MonitoringLocationName,MonitoringLocationID,ActivityType,ActivityMediaName,ActivityStartDate,CharacteristicName,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType
Lake Ontario,71,Sample-Routine,Surface Water,2022-04-23,Turbidity,,1.24,NTU,Actual
Lake Ontario,71,Sample-Routine,Surface Water,2023-04-16,Turbidity,,0.37,NTU,Actual
Lake Ontario,19,Sample-Routine,Surface Water,2022-04-25,Turbidity,,0.11,NTU,Actual
Lake Superior,80,Sample-Routine,Surface Water,2024-06-10,Turbidity,,0.13,NTU,Actual
Lake Superior,80,Sample-Routine,Surface Water,2024-09-15,Turbidity,,0.11,NTU,Actual
Lake Superior,155,Sample-Routine,Surface Water,2024-06-13,Turbidity,,0.12,NTU,Actual
Lake Superior,155,Sample-Routine,Surface Water,2024-09-16,Turbidity,,0.18,NTU,Actual
Lake Superior,100,Sample-Routine,Surface Water,2024-06-16,Turbidity,,0.18,NTU,Actual
Lake Superior,100,Sample-Routine,Surface Water,2024-09-22,Turbidity,,0.13,NTU,Actual
Lake Ontario,52,Sample-Routine,Surface Water,2022-04-24,Turbidity,,0.1,NTU,Actual
Lake Ontario,52,Sample-Routine,Surface Water,2023-04-15,Turbidity,,0.14,NTU,Actual
Lake Erie,949,Sample-Routine,Surface Water,2022-08-17,Turbidity,,0.41,NTU,Actual
Lake Erie,949,Sample-Routine,Surface Water,2023-05-11,Turbidity,,1.77,NTU,Actual
Lake Erie,949,Sample-Routine,Surface Water,2024-04-19,Turbidity,,3.13,NTU,Actual
Georgian Bay,35,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.18,NTU,Actual
Lake Huron,97,Sample-Routine,Surface Water,2022-09-20,Turbidity,,0.72,NTU,Actual
Lake Huron,97,Sample-Routine,Surface Water,2024-08-27,Turbidity,,0.38,NTU,Actual
Lake Ontario,34,Sample-Routine,Surface Water,2022-04-26,Turbidity,,0.1,NTU,Actual
Lake Ontario,34,Sample-Routine,Surface Water,2023-04-14,Turbidity,,0.12,NTU,Actual
Lake Ontario,7,Sample-Routine,Surface Water,2022-04-19,Turbidity,,0.08,NTU,Actual
Lake Ontario,7,Sample-Routine,Surface Water,2023-04-18,Turbidity,,0.18,NTU,Actual
Lake Erie,727,Sample-Routine,Surface Water,2022-08-15,Turbidity,,0.25,NTU,Actual
Lake Erie,727,Sample-Routine,Surface Water,2023-05-08,Turbidity,,1.2,NTU,Actual
Lake Erie,727,Sample-Routine,Surface Water,2024-08-19,Turbidity,,0.37,NTU,Actual
Lake Ontario,81,Sample-Routine,Surface Water,2022-04-23,Turbidity,,0.13,NTU,Actual
Lake Ontario,81,Sample-Routine,Surface Water,2023-04-17,Turbidity,,0.13,NTU,Actual
Lake Ontario,8,Sample-Routine,Surface Water,2022-04-20,Turbidity,,0.12,NTU,Actual
Lake Ontario,8,Sample-Routine,Surface Water,2023-04-18,Turbidity,,0.32,NTU,Actual
Lake Erie,882,Sample-Routine,Surface Water,2022-08-20,Turbidity,,12.3,NTU,Actual
Lake Erie,882,Sample-Routine,Surface Water,2023-05-16,Turbidity,,9.75,NTU,Actual
Lake Erie,882,Sample-Routine,Surface Water,2024-08-14,Turbidity,,4.1,NTU,Actual
Lake Superior,140,Sample-Routine,Surface Water,2024-09-19,Turbidity,,0.2,NTU,Actual
Lake Superior,140,Sample-Routine,Surface Water,2024-06-14,Turbidity,,0.3,NTU,Actual
Georgian Bay,42,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.15,NTU,Actual
Georgian Bay,42,Sample-Routine,Surface Water,2022-06-04,Turbidity,,0.15,NTU,Actual
Georgian Bay,42,Sample-Routine,Surface Water,2024-09-07,Turbidity,,0.23,NTU,Actual
Georgian Bay,16,Sample-Routine,Surface Water,2022-06-05,Turbidity,,0.12,NTU,Actual
Georgian Bay,16,Sample-Routine,Surface Water,2022-09-12,Turbidity,,0.17,NTU,Actual
Georgian Bay,16,Sample-Routine,Surface Water,2024-09-10,Turbidity,,0.21,NTU,Actual
Lake Superior,76,Sample-Routine,Surface Water,2024-09-15,Turbidity,,0.12,NTU,Actual
Lake Superior,76,Sample-Routine,Surface Water,2024-06-10,Turbidity,,0.16,NTU,Actual
Georgian Bay,39,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.18,NTU,Actual
Georgian Bay,39,Sample-Routine,Surface Water,2024-09-07,Turbidity,,0.2,NTU,Actual
Lake Superior,95,Sample-Routine,Surface Water,2024-09-15,Turbidity,,0.12,NTU,Actual
Lake Superior,95,Sample-Routine,Surface Water,2024-06-15,Turbidity,,0.11,NTU,Actual
Lake Ontario,63,Sample-Routine,Surface Water,2022-04-23,Turbidity,,0.12,NTU,Actual
Lake Ontario,63,Sample-Routine,Surface Water,2023-04-17,Turbidity,,0.15,NTU,Actual
Lake Superior,12,Sample-Routine,Surface Water,2024-09-13,Turbidity,,0.13,NTU,Actual
Lake Superior,12,Sample-Routine,Surface Water,2024-06-08,Turbidity,,0.14,NTU,Actual
Lake Ontario,57,Sample-Routine,Surface Water,2022-04-24,Turbidity,,0.57,NTU,Actual
Lake Ontario,57,Sample-Routine,Surface Water,2022-08-11,Turbidity,,0.66,NTU,Actual
Lake Ontario,57,Sample-Routine,Surface Water,2023-04-15,Turbidity,,1.1,NTU,Actual
Lake Ontario,74,Sample-Routine,Surface Water,2022-04-23,Turbidity,,0.1,NTU,Actual
Lake Ontario,74,Sample-Routine,Surface Water,2022-08-11,Turbidity,,1.31,NTU,Actual
Lake Ontario,74,Sample-Routine,Surface Water,2023-04-16,Turbidity,,0.19,NTU,Actual
Lake Erie,935,Sample-Routine,Surface Water,2022-08-16,Turbidity,,0.25,NTU,Actual
Lake Erie,935,Sample-Routine,Surface Water,2023-05-09,Turbidity,,0.39,NTU,Actual
Lake Erie,935,Sample-Routine,Surface Water,2024-08-19,Turbidity,,0.31,NTU,Actual
Lake Erie,887,Sample-Routine,Surface Water,2024-08-12,Turbidity,,0.29,NTU,Actual
Lake Superior,157,Sample-Routine,Surface Water,2024-06-13,Turbidity,,0.12,NTU,Actual
Lake Superior,157,Sample-Routine,Surface Water,2024-09-16,Turbidity,,0.13,NTU,Actual
Lake Erie,956,Sample-Routine,Surface Water,2022-08-18,Turbidity,,1.09,NTU,Actual
Lake Erie,956,Sample-Routine,Surface Water,2023-05-18,Turbidity,,2.23,NTU,Actual
Lake Erie,956,Sample-Routine,Surface Water,2024-08-15,Turbidity,,0.78,NTU,Actual
Lake Erie,938,Sample-Routine,Surface Water,2022-08-16,Turbidity,,0.29,NTU,Actual
Lake Erie,938,Sample-Routine,Surface Water,2023-05-11,Turbidity,,2.21,NTU,Actual
Lake Erie,938,Sample-Routine,Surface Water,2024-08-22,Turbidity,,0.62,NTU,Actual
Lake Ontario,18,Sample-Routine,Surface Water,2022-04-25,Turbidity,,0.12,NTU,Actual
Lake Ontario,18,Sample-Routine,Surface Water,2023-04-14,Turbidity,,0.14,NTU,Actual
Lake Huron,98,Sample-Routine,Surface Water,2022-09-20,Turbidity,,1.36,NTU,Actual
Lake Huron,98,Sample-Routine,Surface Water,2024-08-27,Turbidity,,0.96,NTU,Actual
Lake Ontario,926,Sample-Routine,Surface Water,2022-04-27,Turbidity,,1.39,NTU,Actual
Lake Ontario,926,Sample-Routine,Surface Water,2023-04-18,Turbidity,,1.74,NTU,Actual
Lake Superior,171,Sample-Routine,Surface Water,2024-09-17,Turbidity,,0.15,NTU,Actual
Lake Superior,171,Sample-Routine,Surface Water,2024-06-13,Turbidity,,0.13,NTU,Actual
Lake Superior,68,Sample-Routine,Surface Water,2024-09-15,Turbidity,,0.14,NTU,Actual
Lake Superior,68,Sample-Routine,Surface Water,2024-06-10,Turbidity,,0.26,NTU,Actual
Lake Erie,953,Sample-Routine,Surface Water,2022-08-18,Turbidity,,0.43,NTU,Actual
Lake Erie,953,Sample-Routine,Surface Water,2023-05-12,Turbidity,,1.87,NTU,Actual
Lake Erie,953,Sample-Routine,Surface Water,2024-08-23,Turbidity,,0.61,NTU,Actual
Lake Huron,41,Sample-Routine,Surface Water,2022-09-18,Turbidity,,0.21,NTU,Actual
Lake Huron,41,Sample-Routine,Surface Water,2024-08-29,Turbidity,,0.11,NTU,Actual
Georgian Bay,26,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.19,NTU,Actual
Georgian Bay,26,Sample-Routine,Surface Water,2022-06-05,Turbidity,,0.16,NTU,Actual
Georgian Bay,26,Sample-Routine,Surface Water,2024-09-07,Turbidity,,0.27,NTU,Actual
Lake Erie,962,Sample-Routine,Surface Water,2022-08-19,Turbidity,,0.49,NTU,Actual
Lake Erie,962,Sample-Routine,Surface Water,2023-05-17,Turbidity,,1.39,NTU,Actual
Lake Erie,962,Sample-Routine,Surface Water,2024-08-13,Turbidity,,1.68,NTU,Actual
Lake Superior,130,Sample-Routine,Surface Water,2024-06-15,Turbidity,,0.13,NTU,Actual
Lake Superior,130,Sample-Routine,Surface Water,2024-09-16,Turbidity,,0.16,NTU,Actual
Lake Ontario,3,Sample-Routine,Surface Water,2022-08-10,Turbidity,,0.4,NTU,Actual
Lake Ontario,3,Sample-Routine,Surface Water,2022-04-25,Turbidity,,0.11,NTU,Actual
Lake Ontario,3,Sample-Routine,Surface Water,2023-04-13,Turbidity,,0.12,NTU,Actual
Georgian Bay,31,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.11,NTU,Actual
Georgian Bay,31,Sample-Routine,Surface Water,2024-09-09,Turbidity,,0.13,NTU,Actual
Lake Superior,84,Sample-Routine,Surface Water,2024-06-17,Turbidity,,0.14,NTU,Actual
Lake Superior,84,Sample-Routine,Surface Water,2024-09-23,Turbidity,,0.12,NTU,Actual
Lake Ontario,95,Sample-Routine,Surface Water,2022-04-24,Turbidity,,0.22,NTU,Actual
Lake Ontario,95,Sample-Routine,Surface Water,2023-04-15,Turbidity,,0.27,NTU,Actual
Lake Superior,164,Sample-Routine,Surface Water,2024-09-17,Turbidity,,0.15,NTU,Actual
Lake Superior,164,Sample-Routine,Surface Water,2024-06-11,Turbidity,,0.63,NTU,Actual
Lake Superior,208,Sample-Routine,Surface Water,2024-06-12,Turbidity,,0.17,NTU,Actual
Lake Superior,208,Sample-Routine,Surface Water,2024-09-18,Turbidity,,0.18,NTU,Actual
Lake Ontario,17,Sample-Routine,Surface Water,2022-04-25,Turbidity,,0.23,NTU,Actual
Lake Ontario,17,Sample-Routine,Surface Water,2022-08-10,Turbidity,,0.45,NTU,Actual
Lake Ontario,17,Sample-Routine,Surface Water,2023-04-14,Turbidity,,0.22,NTU,Actual
Lake Huron,59,Sample-Routine,Surface Water,2022-09-17,Turbidity,,0.14,NTU,Actual
Lake Huron,59,Sample-Routine,Surface Water,2024-09-06,Turbidity,,0.17,NTU,Actual
Lake Erie,885,Sample-Routine,Surface Water,2022-08-19,Turbidity,,1.55,NTU,Actual
Lake Erie,885,Sample-Routine,Surface Water,2023-05-16,Turbidity,,5.75,NTU,Actual
Lake Erie,885,Sample-Routine,Surface Water,2023-05-16,Turbidity,,5.71,NTU,Actual
Lake Erie,885,Sample-Routine,Surface Water,2024-08-13,Turbidity,,3.96,NTU,Actual
Lake Erie,885,Sample-Routine,Surface Water,2024-08-13,Turbidity,,4,NTU,Actual
Lake Huron,68,Sample-Routine,Surface Water,2022-06-03,Turbidity,,1.16,NTU,Actual
Lake Huron,68,Sample-Routine,Surface Water,2022-09-15,Turbidity,,0.89,NTU,Actual
Lake Huron,68,Sample-Routine,Surface Water,2024-09-05,Turbidity,,1.33,NTU,Actual
Lake Superior,218,Sample-Routine,Surface Water,2024-09-18,Turbidity,,0.16,NTU,Actual
Lake Superior,218,Sample-Routine,Surface Water,2024-06-12,Turbidity,,2.25,NTU,Actual
Lake Ontario,6,Sample-Routine,Surface Water,2022-04-19,Turbidity,,0.12,NTU,Actual
Lake Ontario,6,Sample-Routine,Surface Water,2023-04-18,Turbidity,,0.14,NTU,Actual
Lake Ontario,12,Sample-Routine,Surface Water,2022-04-25,Turbidity,,0.13,NTU,Actual
Lake Ontario,12,Sample-Routine,Surface Water,2022-08-12,Turbidity,,0.29,NTU,Actual
Lake Huron,73,Sample-Routine,Surface Water,2022-06-04,Turbidity,,0.18,NTU,Actual
Lake Huron,73,Sample-Routine,Surface Water,2022-09-15,Turbidity,,0.29,NTU,Actual
Lake Huron,73,Sample-Routine,Surface Water,2024-09-05,Turbidity,,0.3,NTU,Actual
Lake Superior,113,Sample-Routine,Surface Water,2024-09-16,Turbidity,,0.13,NTU,Actual
Lake Superior,113,Sample-Routine,Surface Water,2024-06-15,Turbidity,,0.13,NTU,Actual
Lake Ontario,90,Sample-Routine,Surface Water,2023-04-17,Turbidity,,0.66,NTU,Actual
Lake Huron,43,Sample-Routine,Surface Water,2022-09-18,Turbidity,,0.13,NTU,Actual
Lake Huron,43,Sample-Routine,Surface Water,2022-06-07,Turbidity,,0.11,NTU,Actual
Lake Huron,43,Sample-Routine,Surface Water,2024-08-29,Turbidity,,0.1,NTU,Actual
Georgian Bay,4,Sample-Routine,Surface Water,2022-09-13,Turbidity,,0.22,NTU,Actual
Georgian Bay,4,Sample-Routine,Surface Water,2022-06-05,Turbidity,,0.15,NTU,Actual
Georgian Bay,4,Sample-Routine,Surface Water,2024-09-09,Turbidity,,0.16,NTU,Actual
Lake Huron,1,Sample-Routine,Surface Water,2022-05-30,Turbidity,,0.27,NTU,Actual
Lake Huron,1,Sample-Routine,Surface Water,2024-08-26,Turbidity,,0.24,NTU,Actual
Lake Huron,47,Sample-Routine,Surface Water,2022-09-17,Turbidity,,0.18,NTU,Actual
Lake Huron,47,Sample-Routine,Surface Water,2024-09-04,Turbidity,,0.14,NTU,Actual
Lake Ontario,87,Sample-Routine,Surface Water,2022-04-24,Turbidity,,0.2,NTU,Actual
Lake Ontario,87,Sample-Routine,Surface Water,2023-04-15,Turbidity,,0.27,NTU,Actual
Lake Ontario,33,Sample-Routine,Surface Water,2022-08-11,Turbidity,,0.33,NTU,Actual
Lake Ontario,33,Sample-Routine,Surface Water,2022-04-20,Turbidity,,0.09,NTU,Actual
Lake Ontario,33,Sample-Routine,Surface Water,2023-04-14,Turbidity,,0.12,NTU,Actual
Lake Huron,7,Sample-Routine,Surface Water,2022-09-21,Turbidity,,0.34,NTU,Actual
Lake Huron,7,Sample-Routine,Surface Water,2022-05-31,Turbidity,,0.23,NTU,Actual
Lake Huron,7,Sample-Routine,Surface Water,2024-08-26,Turbidity,,0.34,NTU,Actual
Lake Ontario,24,Sample-Routine,Surface Water,2022-04-26,Turbidity,,0.12,NTU,Actual
Lake Ontario,37,Sample-Routine,Surface Water,2022-04-26,Turbidity,,0.27,NTU,Actual
Lake Ontario,37,Sample-Routine,Surface Water,2023-04-14,Turbidity,,4.61,NTU,Actual
Lake Ontario,11,Sample-Routine,Surface Water,2022-04-20,Turbidity,,0.12,NTU,Actual
Lake Superior,196,Sample-Routine,Surface Water,2024-06-12,Turbidity,,0.39,NTU,Actual
Lake Superior,196,Sample-Routine,Surface Water,2024-09-17,Turbidity,,0.17,NTU,Actual
Georgian Bay,11,Sample-Routine,Surface Water,2022-06-06,Turbidity,,0.09,NTU,Actual
Georgian Bay,11,Sample-Routine,Surface Water,2022-09-13,Turbidity,,0.13,NTU,Actual
Georgian Bay,11,Sample-Routine,Surface Water,2024-09-09,Turbidity,,0.19,NTU,Actual
Lake Erie,1540,Sample-Routine,Surface Water,2023-05-18,Turbidity,,0.82,NTU,Actual
Lake Erie,1540,Sample-Routine,Surface Water,2024-04-18,Turbidity,,1.46,NTU,Actual
Lake Erie,1540,Sample-Routine,Surface Water,2024-08-16,Turbidity,,0.48,NTU,Actual
Lake Erie,1538,Sample-Routine,Surface Water,2023-05-17,Turbidity,,2.06,NTU,Actual
Lake Erie,1538,Sample-Routine,Surface Water,2024-04-18,Turbidity,,1.34,NTU,Actual
Lake Erie,1538,Sample-Routine,Surface Water,2024-08-15,Turbidity,,0.46,NTU,Actual
Lake Erie,1539,Sample-Routine,Surface Water,2023-05-16,Turbidity,,4.44,NTU,Actual
Lake Erie,1539,Sample-Routine,Surface Water,2023-05-16,Turbidity,,3.44,NTU,Actual
Lake Erie,1539,Sample-Routine,Surface Water,2024-04-17,Turbidity,,12.2,NTU,Actual
Lake Erie,1539,Sample-Routine,Surface Water,2024-08-14,Turbidity,,4.31,NTU,Actual
Lake Erie,1534,Sample-Routine,Surface Water,2023-05-11,Turbidity,,2.41,NTU,Actual
Lake Erie,1534,Sample-Routine,Surface Water,2024-04-19,Turbidity,,2.02,NTU,Actual
Lake Erie,1533,Sample-Routine,Surface Water,2022-08-16,Turbidity,,0.26,NTU,Actual
Lake Erie,1533,Sample-Routine,Surface Water,2023-05-11,Turbidity,,0.47,NTU,Actual
Lake Erie,1533,Sample-Routine,Surface Water,2024-04-20,Turbidity,,0.79,NTU,Actual
Lake Erie,1542,Sample-Routine,Surface Water,2024-04-17,Turbidity,,12.3,NTU,Actual
Lake Erie,1537,Sample-Routine,Surface Water,2023-05-17,Turbidity,,0.89,NTU,Actual
Lake Erie,1537,Sample-Routine,Surface Water,2024-08-16,Turbidity,,0.36,NTU,Actual
Lake Erie,1537,Sample-Routine,Surface Water,2024-04-18,Turbidity,,1.41,NTU,Actual
Lake Erie,1536,Sample-Routine,Surface Water,2023-05-18,Turbidity,,0.91,NTU,Actual
Lake Erie,1536,Sample-Routine,Surface Water,2024-08-15,Turbidity,,0.52,NTU,Actual
Lake Erie,1536,Sample-Routine,Surface Water,2024-04-18,Turbidity,,1.43,NTU,Actual
Lake Erie,1535,Sample-Routine,Surface Water,2023-05-11,Turbidity,,2.13,NTU,Actual
Lake Erie,1535,Sample-Routine,Surface Water,2024-08-13,Turbidity,,0.56,NTU,Actual
Lake Erie,1535,Sample-Routine,Surface Water,2024-04-19,Turbidity,,1.53,NTU,Actual
Lake Erie,1541,Sample-Routine,Surface Water,2023-05-18,Turbidity,,1.45,NTU,Actual
Lake Erie,1541,Sample-Routine,Surface Water,2024-04-19,Turbidity,,2.38,NTU,Actual
Lake Erie,1541,Sample-Routine,Surface Water,2024-08-22,Turbidity,,0.75,NTU,Actual
Georgian Bay,1614,Sample-Routine,Surface Water,2022-09-14,Turbidity,,0.16,NTU,Actual
Georgian Bay,1614,Sample-Routine,Surface Water,2022-06-06,Turbidity,,0.11,NTU,Actual
Georgian Bay,1614,Sample-Routine,Surface Water,2024-09-09,Turbidity,,0.19,NTU,Actual
Lake Superior,656,Sample-Routine,Surface Water,2024-05-09,Turbidity,,0.14,NTU,Actual
Lake Superior,645,Sample-Routine,Surface Water,2024-05-08,Turbidity,,0.1,NTU,Actual
Lake Superior,643,Sample-Routine,Surface Water,2024-05-08,Turbidity,,0.2,NTU,Actual
Lake Superior,655,Sample-Routine,Surface Water,2024-05-09,Turbidity,,0.21,NTU,Actual
Lake Superior,644,Sample-Routine,Surface Water,2024-05-08,Turbidity,,0.12,NTU,Actual
Lake Superior,653,Sample-Routine,Surface Water,2024-05-09,Turbidity,,0.13,NTU,Actual
Lake Superior,649,Sample-Routine,Surface Water,2024-05-12,Turbidity,,0.12,NTU,Actual
Lake Superior,651,Sample-Routine,Surface Water,2024-05-12,Turbidity,,0.13,NTU,Actual
Lake Superior,652,Sample-Routine,Surface Water,2024-05-09,Turbidity,,0.14,NTU,Actual
Lake Superior,646,Sample-Routine,Surface Water,2024-05-08,Turbidity,,0.12,NTU,Actual
Lake Superior,640,Sample-Routine,Surface Water,2024-05-13,Turbidity,,0.16,NTU,Actual
Lake Superior,639,Sample-Routine,Surface Water,2024-05-08,Turbidity,,0.14,NTU,Actual
Lake Superior,654,Sample-Routine,Surface Water,2024-05-12,Turbidity,,0.13,NTU,Actual
Lake Superior,638,Sample-Routine,Surface Water,2024-05-07,Turbidity,,0.12,NTU,Actual
Lake Superior,647,Sample-Routine,Surface Water,2024-05-12,Turbidity,,0.15,NTU,Actual
Lake Superior,642,Sample-Routine,Surface Water,2024-05-13,Turbidity,,0.14,NTU,Actual
